Condition Code,Condition Name,Code Category,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
22298006,Myocardial infarction (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$6,282,657","$6,282,657","$3,528",100.0%,"1,781"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Condition,Cigna Health,Commercial,"$6,230,664","$6,230,664","$2,643",13.8%,"2,357"
30832001,Rupture of patellar tendon,Condition,Humana,Commercial,"$6,213,984","$6,213,984","$9,694",44.7%,641
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Condition,UnitedHealthcare,Commercial,"$6,207,292","$6,207,292","$5,648",1.1%,"1,099"
43878008,Streptococcal sore throat (disorder),Condition,UnitedHealthcare,Commercial,"$6,156,222","$6,156,222",$573,37.9%,"10,736"
55680006,Drug overdose,Condition,Medicaid,Government,"$6,138,359","$6,138,359",$122,52.2%,"50,349"
840544004,Suspected COVID-19,Condition,Medicaid,Government,"$6,130,643","$6,130,643",$162,34.6%,"37,945"
444448004,Injury of medial collateral ligament of knee,Condition,Cigna Health,Commercial,"$6,105,952","$6,105,952","$9,351",34.6%,653
74400008,Appendicitis,Condition,Cigna Health,Commercial,"$6,019,282","$6,019,282","$6,117",40.1%,984
86406008,Human immunodeficiency virus infection (disorder),Condition,Humana,Commercial,"$5,984,804","$5,984,804","$1,899",60.9%,"3,151"
444814009,Viral sinusitis (disorder),Condition,UnitedHealthcare,Commercial,"$5,934,109","$5,934,109",$141,49.9%,"42,001"
91302008,Sepsis (disorder),Condition,Dual Eligible,Government,"$5,927,284","$5,927,284","$10,777",0.2%,550
94260004,Secondary malignant neoplasm of colon,Condition,Medicaid,Government,"$5,831,719","$5,831,719","$4,614",0.5%,"1,264"
88805009,Chronic congestive heart failure (disorder),Condition,Humana,Commercial,"$5,827,971","$5,827,971","$1,058",31.5%,"5,506"
74400008,Appendicitis,Condition,Anthem,Commercial,"$5,801,714","$5,801,714","$5,944",21.8%,976
162864005,Body mass index 30+ - obesity (finding),Condition,Medicare,Government,"$5,778,810","$5,778,810",$785,10.1%,"7,360"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Condition,Aetna,Commercial,"$5,717,330","$5,717,330","$2,531",9.7%,"2,259"
46752004,Torus palatinus (disorder),Condition,Medicare,Government,"$5,540,629","$5,540,629","$2,218",2.9%,"2,498"
88805009,Chronic congestive heart failure (disorder),Condition,Cigna Health,Commercial,"$5,522,185","$5,522,185",$936,27.9%,"5,901"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$5,499,682","$5,499,682","$2,550",100.0%,"2,157"
59621000,Essential hypertension (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$5,498,183","$5,498,183",$209,100.0%,"26,265"
233604007,Pneumonia (disorder),Condition,Medicare,Government,"$5,482,656","$5,482,656","$1,275",5.6%,"4,300"
444814009,Viral sinusitis (disorder),Condition,Dual Eligible,Government,"$5,477,378","$5,477,378",$133,26.2%,"41,101"
59621000,Essential hypertension (disorder),Condition,Dual Eligible,Government,"$5,462,405","$5,462,405",$321,5.5%,"17,014"
74400008,Appendicitis,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$5,438,057","$5,438,057","$6,029",100.0%,902
128613002,Seizure disorder,Condition,Dual Eligible,Government,"$5,400,194","$5,400,194","$5,776",0.5%,935
444470001,Injury of anterior cruciate ligament,Condition,Humana,Commercial,"$5,375,825","$5,375,825","$9,549",43.9%,563
444448004,Injury of medial collateral ligament of knee,Condition,Aetna,Commercial,"$5,337,827","$5,337,827","$9,235",47.2%,578
36971009,Sinusitis (disorder),Condition,Medicaid,Government,"$5,322,649","$5,322,649",$240,23.2%,"22,224"
43878008,Streptococcal sore throat (disorder),Condition,Dual Eligible,Government,"$5,260,865","$5,260,865",$737,4.5%,"7,142"
88805009,Chronic congestive heart failure (disorder),Condition,Aetna,Commercial,"$5,253,379","$5,253,379",$906,33.4%,"5,798"
444448004,Injury of medial collateral ligament of knee,Condition,Anthem,Commercial,"$5,238,417","$5,238,417","$9,174",20.2%,571
237602007,Metabolic syndrome X (disorder),Condition,Medicare,Government,"$5,230,951","$5,230,951",$572,8.6%,"9,150"
59621000,Essential hypertension (disorder),Condition,Blue Cross Blue Shield,Commercial,"$5,222,958","$5,222,958",$218,87.8%,"23,984"
444448004,Injury of medial collateral ligament of knee,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$5,211,931","$5,211,931","$9,374",100.0%,556
86406008,Human immunodeficiency virus infection (disorder),Condition,Cigna Health,Commercial,"$5,184,484","$5,184,484","$1,863",52.0%,"2,783"
61804006,Alveolitis of jaw (disorder),Condition,Dual Eligible,Government,"$5,183,027","$5,183,027","$2,382",1.5%,"2,176"
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,Aetna,Commercial,"$5,158,957","$5,158,957","$2,596",11.0%,"1,987"
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,Medicare,Government,"$5,115,504","$5,115,504",$507,6.5%,"10,081"
88805009,Chronic congestive heart failure (disorder),Condition,Anthem,Commercial,"$5,066,185","$5,066,185",$952,20.1%,"5,322"
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,Cigna Health,Commercial,"$5,065,899","$5,065,899","$2,598",17.9%,"1,950"
126906006,Neoplasm of prostate,Condition,Dual Eligible,Government,"$5,062,696","$5,062,696","$2,928",0.8%,"1,729"
61804006,Alveolitis of jaw (disorder),Condition,Humana,Commercial,"$5,045,163","$5,045,163","$2,633",30.0%,"1,916"
49436004,Atrial fibrillation (disorder),Condition,Medicaid,Government,"$5,026,768","$5,026,768","$3,457",1.0%,"1,454"
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,Humana,Commercial,"$4,974,262","$4,974,262","$2,588",11.6%,"1,922"
162864005,Body mass index 30+ - obesity (finding),Condition,Humana,Commercial,"$4,973,808","$4,973,808",$594,89.4%,"8,367"
74400008,Appendicitis,Condition,Blue Cross Blue Shield,Commercial,"$4,931,628","$4,931,628","$6,165",39.8%,800
30832001,Rupture of patellar tendon,Condition,Aetna,Commercial,"$4,913,520","$4,913,520","$9,377",46.2%,524
4557003,Preinfarction syndrome (disorder),Condition,Medicare,Government,"$4,897,791","$4,897,791","$2,662",3.0%,"1,840"
190905008,Cystic Fibrosis,Condition,Medicare,Government,"$4,846,747","$4,846,747","$4,719",5.7%,"1,027"
86406008,Human immunodeficiency virus infection (disorder),Condition,Anthem,Commercial,"$4,839,418","$4,839,418","$1,862",31.9%,"2,599"
60234000,Aortic valve regurgitation (disorder),Condition,Medicaid,Government,"$4,826,051","$4,826,051","$1,469",1.5%,"3,285"
86406008,Human immunodeficiency virus infection (disorder),Condition,Aetna,Commercial,"$4,772,937","$4,772,937","$1,842",61.1%,"2,591"
196416002,Impacted molars,Condition,Humana,Commercial,"$4,768,796","$4,768,796","$6,044",44.8%,789
30832001,Rupture of patellar tendon,Condition,Cigna Health,Commercial,"$4,738,308","$4,738,308","$9,670",35.0%,490
60573004,Aortic valve stenosis (disorder),Condition,Medicaid,Government,"$4,721,742","$4,721,742","$1,657",1.3%,"2,849"
30832001,Rupture of patellar tendon,Condition,Anthem,Commercial,"$4,661,559","$4,661,559","$9,398",19.9%,496
65275009,Acute Cholecystitis,Condition,Medicare,Government,"$4,654,103","$4,654,103",$885,3.5%,"5,258"
6525002,Dependent drug abuse (disorder),Condition,Blue Cross Blue Shield,Commercial,"$4,651,824","$4,651,824",$466,58.6%,"9,991"
65363002,Otitis media,Condition,Humana,Commercial,"$4,614,033","$4,614,033",$172,92.1%,"26,878"
128188000,Cerebral palsy (disorder),Condition,Medicare,Government,"$4,612,598","$4,612,598",$565,12.8%,"8,168"
75498004,Acute bacterial sinusitis (disorder),Condition,Medicaid,Government,"$4,602,875","$4,602,875",$229,24.1%,"20,069"
59621000,Essential hypertension (disorder),Condition,UnitedHealthcare,Commercial,"$4,534,670","$4,534,670",$218,74.3%,"20,805"
444448004,Injury of medial collateral ligament of knee,Condition,Blue Cross Blue Shield,Commercial,"$4,515,698","$4,515,698","$9,903",35.4%,456
109838007,Overlapping malignant neoplasm of colon,Condition,Blue Cross Blue Shield,Commercial,"$4,444,447","$4,444,447","$7,825",6.3%,568
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$4,404,670","$4,404,670","$2,585",100.0%,"1,704"
74400008,Appendicitis,Condition,UnitedHealthcare,Commercial,"$4,403,816","$4,403,816","$6,066",21.8%,726
61804006,Alveolitis of jaw (disorder),Condition,Aetna,Commercial,"$4,381,137","$4,381,137","$2,553",30.3%,"1,716"
86406008,Human immunodeficiency virus infection (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$4,319,008","$4,319,008","$1,843",100.0%,"2,344"
431855005,Chronic kidney disease stage 1 (disorder),Condition,Medicaid,Government,"$4,311,693","$4,311,693",$351,9.9%,"12,269"
263172003,Fracture of mandible (disorder),Condition,Medicaid,Government,"$4,232,141","$4,232,141","$1,692",3.2%,"2,501"
384709000,Sprain (morphologic abnormality),Condition,Medicare,Government,"$4,204,217","$4,204,217",$171,19.5%,"24,583"
61804006,Alveolitis of jaw (disorder),Condition,Cigna Health,Commercial,"$4,201,236","$4,201,236","$2,543",24.9%,"1,652"
35999006,Blighted ovum,Condition,Medicaid,Government,"$4,118,157","$4,118,157","$1,380",3.8%,"2,985"
109838007,Overlapping malignant neoplasm of colon,Condition,UnitedHealthcare,Commercial,"$4,117,044","$4,117,044","$8,073",9.9%,510
61804006,Alveolitis of jaw (disorder),Condition,Anthem,Commercial,"$4,102,301","$4,102,301","$2,528",18.4%,"1,623"
162864005,Body mass index 30+ - obesity (finding),Condition,Cigna Health,Commercial,"$4,087,607","$4,087,607",$584,90.0%,"6,998"
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,Dual Eligible,Government,"$4,086,351","$4,086,351","$2,258",1.2%,"1,810"
156073000,Complete miscarriage (disorder),Condition,Humana,Commercial,"$4,055,855","$4,055,855","$1,462",11.5%,"2,774"
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,Anthem,Commercial,"$4,055,237","$4,055,237","$2,503",18.6%,"1,620"
22298006,Myocardial infarction (disorder),Condition,UnitedHealthcare,Commercial,"$4,047,428","$4,047,428","$3,601",22.1%,"1,124"
162864005,Body mass index 30+ - obesity (finding),Condition,Aetna,Commercial,"$4,026,042","$4,026,042",$584,91.3%,"6,895"
444470001,Injury of anterior cruciate ligament,Condition,Cigna Health,Commercial,"$4,014,197","$4,014,197","$9,186",34.7%,437
6525002,Dependent drug abuse (disorder),Condition,UnitedHealthcare,Commercial,"$4,002,137","$4,002,137",$468,35.5%,"8,545"
233678006,Childhood asthma,Condition,Medicaid,Government,"$3,997,333","$3,997,333",$174,37.2%,"22,946"
30832001,Rupture of patellar tendon,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$3,990,714","$3,990,714","$9,878",100.0%,404
840544004,Suspected COVID-19,Condition,Medicare,Government,"$3,990,195","$3,990,195",$173,15.7%,"23,120"
93761005,Primary malignant neoplasm of colon,Condition,Dual Eligible,Government,"$3,972,869","$3,972,869","$7,426",0.4%,535
22298006,Myocardial infarction (disorder),Condition,Blue Cross Blue Shield,Commercial,"$3,939,719","$3,939,719","$3,631",37.7%,"1,085"
87433001,Pulmonary emphysema (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$3,939,337","$3,939,337","$8,715",100.0%,452
162864005,Body mass index 30+ - obesity (finding),Condition,Anthem,Commercial,"$3,913,622","$3,913,622",$577,78.9%,"6,782"
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,Medicaid,Government,"$3,912,837","$3,912,837","$1,437",3.9%,"2,722"
26929004,Alzheimer's disease (disorder),Condition,Medicaid,Government,"$3,906,662","$3,906,662","$2,498",2.3%,"1,564"
46752004,Torus palatinus (disorder),Condition,Medicaid,Government,"$3,891,256","$3,891,256","$2,065",2.5%,"1,884"
444448004,Injury of medial collateral ligament of knee,Condition,UnitedHealthcare,Commercial,"$3,877,382","$3,877,382","$9,457",20.0%,410
128613002,Seizure disorder,Condition,Humana,Commercial,"$3,868,996","$3,868,996","$5,145",52.2%,752
444470001,Injury of anterior cruciate ligament,Condition,Aetna,Commercial,"$3,812,251","$3,812,251","$8,704",45.0%,438
65363002,Otitis media,Condition,Blue Cross Blue Shield,Commercial,"$3,788,590","$3,788,590",$171,86.4%,"22,094"
82423001,Chronic pain (finding),Condition,Dual Eligible,Government,"$3,761,098","$3,761,098",$645,5.4%,"5,833"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Condition,UnitedHealthcare,Commercial,"$3,754,444","$3,754,444","$2,667",18.4%,"1,408"
65363002,Otitis media,Condition,Aetna,Commercial,"$3,754,138","$3,754,138",$175,92.6%,"21,496"
254637007,Non-small cell lung cancer (disorder),Condition,Medicaid,Government,"$3,753,269","$3,753,269","$10,089",0.1%,372
1255252008,Resorption of alveolar process due to dental trauma (disorder),Condition,Medicare,Government,"$3,748,205","$3,748,205","$2,054",3.1%,"1,825"
254637007,Non-small cell lung cancer (disorder),Condition,Dual Eligible,Government,"$3,742,897","$3,742,897","$6,409",0.2%,584
61804006,Alveolitis of jaw (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$3,726,558","$3,726,558","$2,532",100.0%,"1,472"
79586000,Tubal pregnancy,Condition,Humana,Commercial,"$3,709,041","$3,709,041","$3,605",8.8%,"1,029"
65363002,Otitis media,Condition,UnitedHealthcare,Commercial,"$3,706,171","$3,706,171",$171,60.9%,"21,718"
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Condition,Medicare,Government,"$3,694,896","$3,694,896","$1,419",6.1%,"2,604"
15777000,Prediabetes,Condition,Medicare,Government,"$3,684,617","$3,684,617",$842,9.8%,"4,374"
65363002,Otitis media,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$3,682,761","$3,682,761",$172,100.0%,"21,417"
237602007,Metabolic syndrome X (disorder),Condition,Medicaid,Government,"$3,656,678","$3,656,678",$344,8.7%,"10,615"
36971009,Sinusitis (disorder),Condition,Medicare,Government,"$3,597,282","$3,597,282",$241,8.5%,"14,949"
431856006,Chronic kidney disease stage 2 (disorder),Condition,Medicaid,Government,"$3,584,381","$3,584,381",$325,10.4%,"11,041"
65363002,Otitis media,Condition,Cigna Health,Commercial,"$3,573,765","$3,573,765",$171,85.7%,"20,903"
444470001,Injury of anterior cruciate ligament,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$3,564,367","$3,564,367","$8,823",100.0%,404
431855005,Chronic kidney disease stage 1 (disorder),Condition,Dual Eligible,Government,"$3,500,181","$3,500,181",$456,3.9%,"7,678"
444470001,Injury of anterior cruciate ligament,Condition,Anthem,Commercial,"$3,482,799","$3,482,799","$9,070",19.6%,384
80583007,Severe anxiety (panic) (finding),Condition,Medicaid,Government,"$3,475,026","$3,475,026",$470,8.6%,"7,386"
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,Blue Cross Blue Shield,Commercial,"$3,452,120","$3,452,120","$3,060",18.6%,"1,128"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Condition,Blue Cross Blue Shield,Commercial,"$3,434,325","$3,434,325","$2,745",17.9%,"1,251"
65363002,Otitis media,Condition,Anthem,Commercial,"$3,408,578","$3,408,578",$170,61.1%,"20,030"
444470001,Injury of anterior cruciate ligament,Condition,Blue Cross Blue Shield,Commercial,"$3,405,180","$3,405,180","$9,459",35.1%,360
30832001,Rupture of patellar tendon,Condition,UnitedHealthcare,Commercial,"$3,387,122","$3,387,122","$9,435",19.2%,359
195967001,Asthma,Condition,Medicaid,Government,"$3,373,281","$3,373,281",$123,56.4%,"27,400"
88805009,Chronic congestive heart failure (disorder),Condition,Blue Cross Blue Shield,Commercial,"$3,352,148","$3,352,148","$1,001",27.9%,"3,348"
86406008,Human immunodeficiency virus infection (disorder),Condition,Blue Cross Blue Shield,Commercial,"$3,335,824","$3,335,824","$1,850",53.7%,"1,803"
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,Medicaid,Government,"$3,305,128","$3,305,128","$1,313",4.3%,"2,517"
263172003,Fracture of mandible (disorder),Condition,Medicare,Government,"$3,303,623","$3,303,623","$2,307",3.6%,"1,432"
444448004,Injury of medial collateral ligament of knee,Condition,Dual Eligible,Government,"$3,302,656","$3,302,656","$8,807",0.3%,375
185086009,Chronic obstructive bronchitis (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$3,301,986","$3,301,986","$9,381",100.0%,352
128613002,Seizure disorder,Condition,Aetna,Commercial,"$3,284,015","$3,284,015","$4,924",51.4%,667
87433001,Pulmonary emphysema (disorder),Condition,Cigna Health,Commercial,"$3,211,667","$3,211,667","$6,581",40.7%,488
75498004,Acute bacterial sinusitis (disorder),Condition,Medicare,Government,"$3,205,372","$3,205,372",$243,8.2%,"13,167"
271737000,Anemia (disorder),Condition,Dual Eligible,Government,"$3,188,485","$3,188,485",$922,0.7%,"3,459"
30832001,Rupture of patellar tendon,Condition,Blue Cross Blue Shield,Commercial,"$3,186,550","$3,186,550","$9,183",34.8%,347
39898005,Sleep disorder (disorder),Condition,Medicaid,Government,"$3,182,559","$3,182,559",$927,6.1%,"3,435"
431856006,Chronic kidney disease stage 2 (disorder),Condition,Dual Eligible,Government,"$3,157,634","$3,157,634",$424,4.3%,"7,442"
64859006,Osteoporosis (disorder),Condition,Humana,Commercial,"$3,127,411","$3,127,411","$2,451",56.4%,"1,276"
128613002,Seizure disorder,Condition,Anthem,Commercial,"$3,088,802","$3,088,802","$4,926",23.0%,627
45816000,Pyelonephritis,Condition,Medicaid,Government,"$3,075,255","$3,075,255","$2,380",2.5%,"1,292"
384709000,Sprain (morphologic abnormality),Condition,Humana,Commercial,"$3,067,825","$3,067,825",$171,80.3%,"17,950"
60234000,Aortic valve regurgitation (disorder),Condition,Dual Eligible,Government,"$3,064,001","$3,064,001","$1,849",0.7%,"1,657"
128613002,Seizure disorder,Condition,Blue Cross Blue Shield,Commercial,"$3,053,197","$3,053,197","$5,228",39.1%,584
128613002,Seizure disorder,Condition,Cigna Health,Commercial,"$3,034,897","$3,034,897","$5,000",41.3%,607
156073000,Complete miscarriage (disorder),Condition,Aetna,Commercial,"$2,986,973","$2,986,973","$1,437",10.8%,"2,079"
88805009,Chronic congestive heart failure (disorder),Condition,UnitedHealthcare,Commercial,"$2,986,282","$2,986,282",$912,18.9%,"3,273"
94260004,Secondary malignant neoplasm of colon,Condition,Dual Eligible,Government,"$2,939,776","$2,939,776","$4,461",0.3%,659
79586000,Tubal pregnancy,Condition,Anthem,Commercial,"$2,927,848","$2,927,848","$3,793",17.9%,772
94260004,Secondary malignant neoplasm of colon,Condition,Humana,Commercial,"$2,921,128","$2,921,128","$5,430",2.5%,538
55822004,Hyperlipidemia,Condition,Humana,Commercial,"$2,890,057","$2,890,057",$59,79.7%,"48,972"
195967001,Asthma,Condition,Medicare,Government,"$2,874,584","$2,874,584",$121,30.8%,"23,800"
64859006,Osteoporosis (disorder),Condition,Cigna Health,Commercial,"$2,861,142","$2,861,142","$2,443",45.2%,"1,171"
61804006,Alveolitis of jaw (disorder),Condition,Blue Cross Blue Shield,Commercial,"$2,855,350","$2,855,350","$2,615",24.9%,"1,092"
86406008,Human immunodeficiency virus infection (disorder),Condition,Dual Eligible,Government,"$2,851,078","$2,851,078","$1,792",0.1%,"1,591"
86406008,Human immunodeficiency virus infection (disorder),Condition,UnitedHealthcare,Commercial,"$2,847,603","$2,847,603","$1,830",32.4%,"1,556"
162864005,Body mass index 30+ - obesity (finding),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$2,844,419","$2,844,419",$585,100.0%,"4,861"
156073000,Complete miscarriage (disorder),Condition,Anthem,Commercial,"$2,843,078","$2,843,078","$1,456",18.7%,"1,952"
128613002,Seizure disorder,Condition,UnitedHealthcare,Commercial,"$2,835,603","$2,835,603","$5,100",22.0%,556
44054006,Diabetes mellitus type 2 (disorder),Condition,Medicare,Government,"$2,817,734","$2,817,734",$734,9.3%,"3,841"
433144002,Chronic kidney disease stage 3 (disorder),Condition,Medicaid,Government,"$2,817,513","$2,817,513",$329,9.7%,"8,562"
156073000,Complete miscarriage (disorder),Condition,Cigna Health,Commercial,"$2,789,491","$2,789,491","$1,414",14.1%,"1,973"
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,Medicare,Government,"$2,771,572","$2,771,572","$1,463",3.7%,"1,895"
64859006,Osteoporosis (disorder),Condition,Aetna,Commercial,"$2,751,086","$2,751,086","$2,320",58.2%,"1,186"
433144002,Chronic kidney disease stage 3 (disorder),Condition,Dual Eligible,Government,"$2,747,684","$2,747,684",$393,5.0%,"6,990"
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,UnitedHealthcare,Commercial,"$2,732,725","$2,732,725","$2,605",18.9%,"1,049"
444470001,Injury of anterior cruciate ligament,Condition,UnitedHealthcare,Commercial,"$2,730,911","$2,730,911","$10,504",20.4%,260
30832001,Rupture of patellar tendon,Condition,Dual Eligible,Government,"$2,724,065","$2,724,065","$8,787",0.3%,310
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,Medicaid,Government,"$2,703,018","$2,703,018",$413,9.2%,"6,542"
55680006,Drug overdose,Condition,Medicare,Government,"$2,695,935","$2,695,935",$120,24.1%,"22,474"
87433001,Pulmonary emphysema (disorder),Condition,Humana,Commercial,"$2,692,847","$2,692,847","$4,783",58.8%,563
162864005,Body mass index 30+ - obesity (finding),Condition,Blue Cross Blue Shield,Commercial,"$2,678,242","$2,678,242",$581,88.1%,"4,612"
156073000,Complete miscarriage (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$2,652,026","$2,652,026","$1,445",100.0%,"1,835"
55822004,Hyperlipidemia,Condition,Aetna,Commercial,"$2,648,687","$2,648,687",$58,81.3%,"45,642"
48333001,Burn injury (morphologic abnormality),Condition,Medicaid,Government,"$2,641,636","$2,641,636",$169,33.0%,"15,670"
94260004,Secondary malignant neoplasm of colon,Condition,Aetna,Commercial,"$2,635,530","$2,635,530","$5,088",3.0%,518
263172003,Fracture of mandible (disorder),Condition,Humana,Commercial,"$2,620,757","$2,620,757","$1,839",52.8%,"1,425"
15777000,Prediabetes,Condition,Humana,Commercial,"$2,605,578","$2,605,578",$636,89.5%,"4,099"
64859006,Osteoporosis (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$2,600,395","$2,600,395","$2,410",100.0%,"1,079"
55822004,Hyperlipidemia,Condition,Cigna Health,Commercial,"$2,593,612","$2,593,612",$57,74.7%,"45,864"
61804006,Alveolitis of jaw (disorder),Condition,UnitedHealthcare,Commercial,"$2,590,063","$2,590,063","$2,624",18.2%,987
128613002,Seizure disorder,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$2,580,420","$2,580,420","$4,752",100.0%,543
125601008,Injury of knee (disorder),Condition,Medicaid,Government,"$2,580,048","$2,580,048",$393,16.0%,"6,567"
94260004,Secondary malignant neoplasm of colon,Condition,Anthem,Commercial,"$2,560,427","$2,560,427","$4,991",7.5%,513
64859006,Osteoporosis (disorder),Condition,Anthem,Commercial,"$2,542,998","$2,542,998","$2,471",26.2%,"1,029"
79586000,Tubal pregnancy,Condition,Cigna Health,Commercial,"$2,506,992","$2,506,992","$3,406",12.7%,736
36971009,Sinusitis (disorder),Condition,Humana,Commercial,"$2,480,724","$2,480,724",$261,61.4%,"9,497"
444470001,Injury of anterior cruciate ligament,Condition,Dual Eligible,Government,"$2,437,799","$2,437,799","$8,675",0.3%,281
1255252008,Resorption of alveolar process due to dental trauma (disorder),Condition,Medicaid,Government,"$2,434,652","$2,434,652","$1,940",2.6%,"1,255"
79586000,Tubal pregnancy,Condition,Medicare,Government,"$2,415,507","$2,415,507","$3,573",3.2%,676
49436004,Atrial fibrillation (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$2,414,439","$2,414,439","$3,901",100.0%,619
79586000,Tubal pregnancy,Condition,Aetna,Commercial,"$2,413,315","$2,413,315","$3,544",8.6%,681
384709000,Sprain (morphologic abnormality),Condition,Aetna,Commercial,"$2,408,376","$2,408,376",$170,82.1%,"14,197"
55822004,Hyperlipidemia,Condition,Anthem,Commercial,"$2,407,372","$2,407,372",$56,57.4%,"43,046"
49436004,Atrial fibrillation (disorder),Condition,Humana,Commercial,"$2,405,638","$2,405,638","$3,843",45.4%,626
384709000,Sprain (morphologic abnormality),Condition,Cigna Health,Commercial,"$2,396,375","$2,396,375",$167,73.5%,"14,381"
254632001,Small cell carcinoma of lung (disorder),Condition,Medicare,Government,"$2,396,276","$2,396,276","$6,886",2.2%,348
65275009,Acute Cholecystitis,Condition,Medicaid,Government,"$2,391,761","$2,391,761",$842,1.2%,"2,841"
162864005,Body mass index 30+ - obesity (finding),Condition,UnitedHealthcare,Commercial,"$2,385,323","$2,385,323",$596,78.1%,"4,004"
156073000,Complete miscarriage (disorder),Condition,Medicare,Government,"$2,371,874","$2,371,874","$1,479",3.0%,"1,604"
79586000,Tubal pregnancy,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$2,362,531","$2,362,531","$3,537",100.0%,668
156073000,Complete miscarriage (disorder),Condition,Blue Cross Blue Shield,Commercial,"$2,343,130","$2,343,130","$1,552",14.6%,"1,510"
15777000,Prediabetes,Condition,Cigna Health,Commercial,"$2,339,449","$2,339,449",$600,89.4%,"3,901"
241929008,Acute allergic reaction,Condition,Medicare,Government,"$2,314,007","$2,314,007","$1,315",4.9%,"1,760"
384709000,Sprain (morphologic abnormality),Condition,Anthem,Commercial,"$2,293,172","$2,293,172",$168,56.4%,"13,689"
55680006,Drug overdose,Condition,Dual Eligible,Government,"$2,276,276","$2,276,276",$122,28.4%,"18,732"
55822004,Hyperlipidemia,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$2,229,914","$2,229,914",$57,99.9%,"39,346"
39898005,Sleep disorder (disorder),Condition,Dual Eligible,Government,"$2,228,721","$2,228,721",$905,2.5%,"2,463"
840544004,Suspected COVID-19,Condition,Humana,Commercial,"$2,198,495","$2,198,495",$151,79.0%,"14,578"
15777000,Prediabetes,Condition,Aetna,Commercial,"$2,198,313","$2,198,313",$601,92.3%,"3,657"
65363002,Otitis media,Condition,Medicare,Government,"$2,197,974","$2,197,974",$172,17.1%,"12,750"
87433001,Pulmonary emphysema (disorder),Condition,Aetna,Commercial,"$2,182,395","$2,182,395","$4,796",59.2%,455
49436004,Atrial fibrillation (disorder),Condition,Cigna Health,Commercial,"$2,174,344","$2,174,344","$3,842",37.3%,566
15777000,Prediabetes,Condition,Anthem,Commercial,"$2,168,395","$2,168,395",$601,76.2%,"3,606"
90460009,Injury of neck (disorder),Condition,Medicaid,Government,"$2,145,032","$2,145,032",$157,39.8%,"13,660"
80583007,Severe anxiety (panic) (finding),Condition,Dual Eligible,Government,"$2,138,083","$2,138,083",$419,4.4%,"5,107"
79586000,Tubal pregnancy,Condition,UnitedHealthcare,Commercial,"$2,123,134","$2,123,134","$3,617",18.1%,587
87433001,Pulmonary emphysema (disorder),Condition,Anthem,Commercial,"$2,121,686","$2,121,686","$4,822",25.8%,440
94260004,Secondary malignant neoplasm of colon,Condition,Cigna Health,Commercial,"$2,111,242","$2,111,242","$4,865",5.3%,434
156073000,Complete miscarriage (disorder),Condition,UnitedHealthcare,Commercial,"$2,069,996","$2,069,996","$1,518",19.1%,"1,364"
431855005,Chronic kidney disease stage 1 (disorder),Condition,Humana,Commercial,"$2,061,007","$2,061,007",$365,84.5%,"5,646"
